,Building,Actual_Enrl,Latitude,Longitude,Start_Time,End_Time,Time_Range,Days,Day_R,Day_M,Day_W,Day_T,Day_F,Day_S
302,CH,36,680507.418369,7642314.424760001,1700,1750,[17],T,,,,True,,
303,CH,24,680507.418369,7642314.424760001,1700,1750,[17],TR,True,,,True,,
304,CH,12,680507.418369,7642314.424760001,1700,1750,[17],W,,,True,,,
305,CH,20,680507.418369,7642314.424760001,1700,2040,"[17, 18, 19, 20]",M,,True,,,,
306,CH,32,680507.418369,7642314.424760001,1715,1830,"[17, 18]",MW,,True,True,,,
307,CH,24,680507.418369,7642314.424760001,1715,1830,"[17, 18]",TR,True,,,True,,
308,CH,34,680507.418369,7642314.424760001,1730,1820,"[17, 18]",M,,True,,,,
309,CH,11,680507.418369,7642314.424760001,1730,1820,"[17, 18]",MW,,True,True,,,
310,CH,11,680507.418369,7642314.424760001,1730,1820,"[17, 18]",R,True,,,,,
311,CH,12,680507.418369,7642314.424760001,1730,1820,"[17, 18]",T,,,,True,,
312,CH,27,680507.418369,7642314.424760001,1730,1820,"[17, 18]",TR,True,,,True,,
313,CH,32,680507.418369,7642314.424760001,1730,1820,"[17, 18]",W,,,True,,,
314,CH,25,680507.418369,7642314.424760001,1730,2020,"[17, 18, 19, 20]",T,,,,True,,
315,CH,19,680507.418369,7642314.424760001,1730,2020,"[17, 18, 19, 20]",W,,,True,,,
316,CH,90,680507.418369,7642314.424760001,1730,2110,"[17, 18, 19, 20, 21]",M,,True,,,,
317,CH,147,680507.418369,7642314.424760001,1730,2110,"[17, 18, 19, 20, 21]",R,True,,,,,
318,CH,267,680507.418369,7642314.424760001,1730,2110,"[17, 18, 19, 20, 21]",T,,,,True,,
319,CH,168,680507.418369,7642314.424760001,1730,2110,"[17, 18, 19, 20, 21]",W,,,True,,,
320,CH,35,680507.418369,7642314.424760001,1740,2120,"[17, 18, 19, 20, 21]",M,,True,,,,
321,CH,43,680507.418369,7642314.424760001,1740,2120,"[17, 18, 19, 20, 21]",R,True,,,,,
322,CH,66,680507.418369,7642314.424760001,1740,2120,"[17, 18, 19, 20, 21]",T,,,,True,,
323,CH,126,680507.418369,7642314.424760001,1740,2120,"[17, 18, 19, 20, 21]",W,,,True,,,
324,CH,88,680507.418369,7642314.424760001,1800,1850,[18],M,,True,,,,
325,CH,35,680507.418369,7642314.424760001,1800,1850,[18],R,True,,,,,
326,CH,50,680507.418369,7642314.424760001,1800,1850,[18],T,,,,True,,
327,CH,23,680507.418369,7642314.424760001,1800,1850,[18],TR,True,,,True,,
328,CH,23,680507.418369,7642314.424760001,1800,1850,[18],W,,,True,,,
329,CH,12,680507.418369,7642314.424760001,1800,1950,"[18, 19]",R,True,,,,,
330,CH,15,680507.418369,7642314.424760001,1800,1950,"[18, 19]",T,,,,True,,
331,CH,144,680507.418369,7642314.424760001,1800,1950,"[18, 19]",TR,True,,,True,,
332,CH,13,680507.418369,7642314.424760001,1800,2100,"[18, 19, 20, 21]",W,,,True,,,
333,CH,32,680507.418369,7642314.424760001,1830,1920,"[18, 19]",M,,True,,,,
334,CH,11,680507.418369,7642314.424760001,1830,1920,"[18, 19]",T,,,,True,,
335,CH,11,680507.418369,7642314.424760001,1830,1920,"[18, 19]",TR,True,,,True,,
336,CH,56,680507.418369,7642314.424760001,1840,2030,"[18, 19, 20]",M,,True,,,,
337,CH,51,680507.418369,7642314.424760001,1840,2030,"[18, 19, 20]",MW,,True,True,,,
338,CH,6,680507.418369,7642314.424760001,1840,2030,"[18, 19, 20]",R,True,,,,,
339,CH,6,680507.418369,7642314.424760001,1840,2030,"[18, 19, 20]",T,,,,True,,
340,CH,46,680507.418369,7642314.424760001,1840,2030,"[18, 19, 20]",TR,True,,,True,,
341,CH,61,680507.418369,7642314.424760001,1840,2120,"[18, 19, 20, 21]",M,,True,,,,
342,CH,28,680507.418369,7642314.424760001,1840,2120,"[18, 19, 20, 21]",R,True,,,,,
343,CH,154,680507.418369,7642314.424760001,1840,2120,"[18, 19, 20, 21]",T,,,,True,,
344,CH,48,680507.418369,7642314.424760001,1840,2120,"[18, 19, 20, 21]",W,,,True,,,
345,CH,9,680507.418369,7642314.424760001,1840,2200,"[18, 19, 20, 21, 22]",M,,True,,,,
346,CH,13,680507.418369,7642314.424760001,1840,2200,"[18, 19, 20, 21, 22]",T,,,,True,,
347,CH,15,680507.418369,7642314.424760001,1900,1950,[19],M,,True,,,,
348,CH,22,680507.418369,7642314.424760001,1900,1950,[19],T,,,,True,,
349,CH,11,680507.418369,7642314.424760001,1900,1950,[19],TR,True,,,True,,
350,CH,19,680507.418369,7642314.424760001,1900,2130,"[19, 20, 21]",R,True,,,,,
351,CIN,78,679641.171666,7642600.052019999,0815,1005,"[8, 9, 10]",MW,,True,True,,,
352,CIN,184,679641.171666,7642600.052019999,1000,1150,"[10, 11]",TR,True,,,True,,
353,CIN,65,679641.171666,7642600.052019999,1015,1120,"[10, 11]",MWF,,True,True,,True,
354,CIN,69,679641.171666,7642600.052019999,1100,1250,"[11, 12]",MW,,True,True,,,
355,CIN,71,679641.171666,7642600.052019999,1200,1350,"[12, 13]",T,,,,True,,
356,CIN,65,679641.171666,7642600.052019999,1200,1350,"[12, 13]",TR,True,,,True,,
357,CIN,75,679641.171666,7642600.052019999,1400,1550,"[14, 15]",MW,,True,True,,,
358,CIN,88,679641.171666,7642600.052019999,1400,1550,"[14, 15]",R,True,,,,,
359,CIN,47,679641.171666,7642600.052019999,1400,1550,"[14, 15]",T,,,,True,,
360,CIN,88,679641.171666,7642600.052019999,1400,1550,"[14, 15]",TR,True,,,True,,
361,CIN,49,679641.171666,7642600.052019999,1640,1830,"[16, 17, 18]",MW,,True,True,,,
362,CIN,21,679641.171666,7642600.052019999,1640,1830,"[16, 17, 18]",TR,True,,,True,,
363,CIN,29,679641.171666,7642600.052019999,1730,2110,"[17, 18, 19, 20, 21]",M,,True,,,,
364,CIN,64,679641.171666,7642600.052019999,1730,2110,"[17, 18, 19, 20, 21]",R,True,,,,,
365,CIN,37,679641.171666,7642600.052019999,1730,2110,"[17, 18, 19, 20, 21]",T,,,,True,,
366,CLSB,19,677049.082116,7645324.86245,0730,1020,"[7, 8, 9, 10]",R,True,,,,,
367,CLSB,34,677049.082116,7645324.86245,0730,1020,"[7, 8, 9, 10]",T,,,,True,,
368,CLSB,35,677049.082116,7645324.86245,0730,1020,"[7, 8, 9, 10]",W,,,True,,,
369,CLSB,10,677049.082116,7645324.86245,0745,0935,"[7, 8, 9]",F,,,,,True,
370,CLSB,10,677049.082116,7645324.86245,0745,0935,"[7, 8, 9]",W,,,True,,,
371,CLSB,80,677049.082116,7645324.86245,0745,1035,"[7, 8, 9, 10]",R,True,,,,,
372,CLSB,85,677049.082116,7645324.86245,0745,1035,"[7, 8, 9, 10]",T,,,,True,,
373,CLSB,12,677049.082116,7645324.86245,0800,1150,"[8, 9, 10, 11]",R,True,,,,,
374,CLSB,9,677049.082116,7645324.86245,0800,1150,"[8, 9, 10, 11]",T,,,,True,,
375,CLSB,310,677049.082116,7645324.86245,0845,0950,"[8, 9]",MWF,,True,True,,True,
376,CLSB,12,677049.082116,7645324.86245,0915,1305,"[9, 10, 11, 12, 13]",W,,,True,,,
377,CLSB,132,677049.082116,7645324.86245,0945,1135,"[9, 10, 11]",TR,True,,,True,,
378,CLSB,313,677049.082116,7645324.86245,1000,1105,"[10, 11]",MWF,,True,True,,True,
379,CLSB,18,677049.082116,7645324.86245,1000,1150,"[10, 11]",R,True,,,,,
380,CLSB,18,677049.082116,7645324.86245,1015,1205,"[10, 11, 12]",W,,,True,,,
381,CLSB,21,677049.082116,7645324.86245,1045,1235,"[10, 11, 12]",F,,,,,True,
382,CLSB,88,677049.082116,7645324.86245,1045,1335,"[10, 11, 12, 13]",M,,True,,,,
383,CLSB,107,677049.082116,7645324.86245,1045,1335,"[10, 11, 12, 13]",R,True,,,,,
384,CLSB,146,677049.082116,7645324.86245,1045,1335,"[10, 11, 12, 13]",T,,,,True,,
385,CLSB,145,677049.082116,7645324.86245,1045,1335,"[10, 11, 12, 13]",W,,,True,,,
386,CLSB,12,677049.082116,7645324.86245,1100,1350,"[11, 12, 13]",MW,,True,True,,,
387,CLSB,23,677049.082116,7645324.86245,1100,1350,"[11, 12, 13]",TR,True,,,True,,
388,CLSB,340,677049.082116,7645324.86245,1115,1220,"[11, 12]",MWF,,True,True,,True,
389,CLSB,375,677049.082116,7645324.86245,1145,1335,"[11, 12, 13]",TR,True,,,True,,
390,CLSB,7,677049.082116,7645324.86245,1200,1350,"[12, 13]",R,True,,,,,
391,CLSB,217,677049.082116,7645324.86245,1230,1320,"[12, 13]",MWF,,True,True,,True,
392,CLSB,23,677049.082116,7645324.86245,1230,1420,"[12, 13, 14]",R,True,,,,,
393,CLSB,20,677049.082116,7645324.86245,1230,1420,"[12, 13, 14]",T,,,,True,,
394,CLSB,19,677049.082116,7645324.86245,1230,1420,"[12, 13, 14]",W,,,True,,,
395,CLSB,8,677049.082116,7645324.86245,1300,1450,"[13, 14]",W,,,True,,,
396,CLSB,12,677049.082116,7645324.86245,1300,1650,"[13, 14, 15, 16]",R,True,,,,,
397,CLSB,12,677049.082116,7645324.86245,1300,1650,"[13, 14, 15, 16]",T,,,,True,,
398,CLSB,100,677049.082116,7645324.86245,1345,1535,"[13, 14, 15]",MW,,True,True,,,
399,CLSB,32,677049.082116,7645324.86245,1400,1550,"[14, 15]",R,True,,,,,
400,CLSB,96,677049.082116,7645324.86245,1415,1515,"[14, 15]",F,,,,,True,
401,CLSB,22,677049.082116,7645324.86245,1430,1620,"[14, 15, 16]",F,,,,,True,
402,CLSB,22,677049.082116,7645324.86245,1430,1620,"[14, 15, 16]",R,True,,,,,
403,CLSB,20,677049.082116,7645324.86245,1430,1620,"[14, 15, 16]",T,,,,True,,
404,CLSB,16,677049.082116,7645324.86245,1430,1620,"[14, 15, 16]",W,,,True,,,
405,CLSB,126,677049.082116,7645324.86245,1430,1720,"[14, 15, 16, 17]",M,,True,,,,
406,CLSB,131,677049.082116,7645324.86245,1430,1720,"[14, 15, 16, 17]",R,True,,,,,
407,CLSB,140,677049.082116,7645324.86245,1430,1720,"[14, 15, 16, 17]",T,,,,True,,
408,CLSB,198,677049.082116,7645324.86245,1430,1720,"[14, 15, 16, 17]",W,,,True,,,
409,CLSB,277,677049.082116,7645324.86245,1615,1735,"[16, 17]",TR,True,,,True,,
410,CLSB,22,677049.082116,7645324.86245,1730,1920,"[17, 18, 19]",R,True,,,,,
411,CLSB,20,677049.082116,7645324.86245,1730,1920,"[17, 18, 19]",T,,,,True,,
412,CLSB,40,677049.082116,7645324.86245,1730,2020,"[17, 18, 19, 20]",M,,True,,,,
413,CLSB,31,677049.082116,7645324.86245,1730,2020,"[17, 18, 19, 20]",R,True,,,,,
414,CLSB,39,677049.082116,7645324.86245,1730,2020,"[17, 18, 19, 20]",T,,,,True,,
415,CLSB,68,677049.082116,7645324.86245,1730,2020,"[17, 18, 19, 20]",W,,,True,,,
416,CLSB,11,677049.082116,7645324.86245,1740,2130,"[17, 18, 19, 20, 21]",W,,,True,,,
417,CLSB,61,677049.082116,7645324.86245,1800,2050,"[18, 19, 20]",R,True,,,,,
418,CLSB,57,677049.082116,7645324.86245,1800,2050,"[18, 19, 20]",T,,,,True,,
419,CLSB,38,677049.082116,7645324.86245,1800,2050,"[18, 19, 20]",W,,,True,,,
420,CPB,4,680253.994634,7644287.46011,0830,1630,"[8, 9, 10, 11, 12, 13, 14, 15, 16]",F,,,,,True,
421,EB,89,679227.356364,7643015.9597,0800,0950,"[8, 9]",MW,,True,True,,,
422,EB,84,679227.356364,7643015.9597,0800,0950,"[8, 9]",TR,True,,,True,,
423,EB,33,679227.356364,7643015.9597,0900,0950,[9],MWF,,True,True,,True,
424,EB,30,679227.356364,7643015.9597,0900,1005,"[9, 10]",MWF,,True,True,,True,
425,EB,18,679227.356364,7643015.9597,0900,1120,"[9, 10, 11]",MWF,,True,True,,True,
426,EB,15,679227.356364,7643015.9597,0900,1150,"[9, 10, 11]",F,,,,,True,
427,EB,7,679227.356364,7643015.9597,0900,1150,"[9, 10, 11]",M,,True,,,,
428,EB,14,679227.356364,7643015.9597,0900,1150,"[9, 10, 11]",W,,,True,,,
429,EB,22,679227.356364,7643015.9597,0900,1250,"[9, 10, 11, 12]",R,True,,,,,
430,EB,15,679227.356364,7643015.9597,1000,1150,"[10, 11]",M,,True,,,,
431,EB,6,679227.356364,7643015.9597,1000,1150,"[10, 11]",MW,,True,True,,,
432,EB,39,679227.356364,7643015.9597,1000,1150,"[10, 11]",R,True,,,,,
433,EB,269,679227.356364,7643015.9597,1000,1150,"[10, 11]",TR,True,,,True,,
434,EB,19,679227.356364,7643015.9597,1000,1150,"[10, 11]",W,,,True,,,
435,EB,39,679227.356364,7643015.9597,1015,1120,"[10, 11]",F,,,,,True,
436,EB,156,679227.356364,7643015.9597,1015,1205,"[10, 11, 12]",MW,,True,True,,,
437,EB,11,679227.356364,7643015.9597,1030,1300,"[10, 11, 12, 13]",F,,,,,True,
438,EB,41,679227.356364,7643015.9597,1130,1235,"[11, 12]",MWF,,True,True,,True,
439,EB,10,679227.356364,7643015.9597,1200,1320,"[12, 13]",TR,True,,,True,,
440,EB,24,679227.356364,7643015.9597,1200,1350,"[12, 13]",MW,,True,True,,,
441,EB,10,679227.356364,7643015.9597,1200,1350,"[12, 13]",R,True,,,,,
442,EB,9,679227.356364,7643015.9597,1200,1350,"[12, 13]",T,,,,True,,
443,EB,173,679227.356364,7643015.9597,1200,1350,"[12, 13]",TR,True,,,True,,
444,EB,12,679227.356364,7643015.9597,1200,1350,"[12, 13]",W,,,True,,,
445,EB,42,679227.356364,7643015.9597,1245,1350,"[12, 13]",MWF,,True,True,,True,
446,EB,15,679227.356364,7643015.9597,1300,1550,"[13, 14, 15]",F,,,,,True,
447,EB,15,679227.356364,7643015.9597,1300,1550,"[13, 14, 15]",W,,,True,,,
448,EB,12,679227.356364,7643015.9597,1400,1545,"[14, 15]",MWF,,True,True,,True,
449,EB,19,679227.356364,7643015.9597,1400,1550,"[14, 15]",F,,,,,True,
450,EB,6,679227.356364,7643015.9597,1400,1550,"[14, 15]",M,,True,,,,
451,EB,320,679227.356364,7643015.9597,1400,1550,"[14, 15]",MW,,True,True,,,
452,EB,21,679227.356364,7643015.9597,1400,1550,"[14, 15]",R,True,,,,,
453,EB,35,679227.356364,7643015.9597,1400,1550,"[14, 15]",T,,,,True,,
454,EB,264,679227.356364,7643015.9597,1400,1550,"[14, 15]",TR,True,,,True,,
455,EB,12,679227.356364,7643015.9597,1400,1550,"[14, 15]",W,,,True,,,
456,EB,14,679227.356364,7643015.9597,1400,1650,"[14, 15, 16]",M,,True,,,,
457,EB,12,679227.356364,7643015.9597,1400,1650,"[14, 15, 16]",R,True,,,,,
458,EB,23,679227.356364,7643015.9597,1515,1605,"[15, 16]",F,,,,,True,
459,EB,22,679227.356364,7643015.9597,1515,1620,"[15, 16]",F,,,,,True,
460,EB,31,679227.356364,7643015.9597,1600,1750,"[16, 17]",M,,True,,,,
461,EB,15,679227.356364,7643015.9597,1600,1750,"[16, 17]",R,True,,,,,
462,EB,22,679227.356364,7643015.9597,1600,1750,"[16, 17]",T,,,,True,,
463,EB,4,679227.356364,7643015.9597,1600,1750,"[16, 17]",TR,True,,,True,,
464,EB,15,679227.356364,7643015.9597,1600,1850,"[16, 17, 18]",F,,,,,True,
465,EB,39,679227.356364,7643015.9597,1640,1830,"[16, 17, 18]",M,,True,,,,
466,EB,194,679227.356364,7643015.9597,1640,1830,"[16, 17, 18]",MW,,True,True,,,
467,EB,39,679227.356364,7643015.9597,1640,1830,"[16, 17, 18]",R,True,,,,,
468,EB,41,679227.356364,7643015.9597,1640,1830,"[16, 17, 18]",T,,,,True,,
469,EB,138,679227.356364,7643015.9597,1640,1830,"[16, 17, 18]",TR,True,,,True,,
470,EB,31,679227.356364,7643015.9597,1640,1830,"[16, 17, 18]",W,,,True,,,
471,EB,40,679227.356364,7643015.9597,1730,2110,"[17, 18, 19, 20, 21]",M,,True,,,,
472,EB,13,679227.356364,7643015.9597,1730,2110,"[17, 18, 19, 20, 21]",R,True,,,,,
473,EB,36,679227.356364,7643015.9597,1730,2110,"[17, 18, 19, 20, 21]",W,,,True,,,
474,EB,103,679227.356364,7643015.9597,1840,2030,"[18, 19, 20]",MW,,True,True,,,
475,EB,14,679227.356364,7643015.9597,1840,2030,"[18, 19, 20]",R,True,,,,,
476,EB,12,679227.356364,7643015.9597,1840,2030,"[18, 19, 20]",T,,,,True,,
477,EB,139,679227.356364,7643015.9597,1840,2030,"[18, 19, 20]",TR,True,,,True,,
478,EB,20,679227.356364,7643015.9597,1840,2120,"[18, 19, 20, 21]",T,,,,True,,
479,FAB,68,679576.3524409999,7643163.52598,0800,0950,"[8, 9]",F,,,,,True,
480,FAB,84,679576.3524409999,7643163.52598,0800,0950,"[8, 9]",TR,True,,,True,,
481,FAB,95,679576.3524409999,7643163.52598,0815,1005,"[8, 9, 10]",MW,,True,True,,,
482,FAB,24,679576.3524409999,7643163.52598,0830,1020,"[8, 9, 10]",R,True,,,,,
483,FAB,22,679576.3524409999,7643163.52598,0830,1020,"[8, 9, 10]",W,,,True,,,
484,FAB,18,679576.3524409999,7643163.52598,0830,1200,"[8, 9, 10, 11, 12]",M,,True,,,,
485,FAB,36,679576.3524409999,7643163.52598,0900,0950,[9],W,,,True,,,
486,FAB,33,679576.3524409999,7643163.52598,0900,1005,"[9, 10]",MWF,,True,True,,True,
487,FAB,18,679576.3524409999,7643163.52598,0900,1150,"[9, 10, 11]",M,,True,,,,
488,FAB,25,679576.3524409999,7643163.52598,0900,1150,"[9, 10, 11]",R,True,,,,,
489,FAB,24,679576.3524409999,7643163.52598,0900,1150,"[9, 10, 11]",T,,,,True,,
490,FAB,41,679576.3524409999,7643163.52598,0900,1150,"[9, 10, 11]",W,,,True,,,
491,FAB,11,679576.3524409999,7643163.52598,0900,1420,"[9, 10, 11, 12, 13, 14]",M,,True,,,,
492,FAB,19,679576.3524409999,7643163.52598,0930,1220,"[9, 10, 11, 12]",M,,True,,,,
493,FAB,19,679576.3524409999,7643163.52598,0930,1220,"[9, 10, 11, 12]",W,,,True,,,
494,FAB,16,679576.3524409999,7643163.52598,1000,1130,"[10, 11]",MWF,,True,True,,True,
495,FAB,64,679576.3524409999,7643163.52598,1000,1150,"[10, 11]",F,,,,,True,
496,FAB,7,679576.3524409999,7643163.52598,1000,1150,"[10, 11]",M,,True,,,,
497,FAB,34,679576.3524409999,7643163.52598,1000,1150,"[10, 11]",T,,,,True,,
498,FAB,240,679576.3524409999,7643163.52598,1000,1150,"[10, 11]",TR,True,,,True,,
499,FAB,10,679576.3524409999,7643163.52598,1000,1250,"[10, 11, 12]",F,,,,,True,
500,FAB,47,679576.3524409999,7643163.52598,1015,1120,"[10, 11]",M,,True,,,,
501,FAB,84,679576.3524409999,7643163.52598,1015,1120,"[10, 11]",MWF,,True,True,,True,
502,FAB,15,679576.3524409999,7643163.52598,1015,1245,"[10, 11, 12]",F,,,,,True,
503,FAB,33,679576.3524409999,7643163.52598,1030,1320,"[10, 11, 12, 13]",MW,,True,True,,,
504,FAB,80,679576.3524409999,7643163.52598,1130,1235,"[11, 12]",MWF,,True,True,,True,
505,FAB,30,679576.3524409999,7643163.52598,1130,1320,"[11, 12, 13]",MW,,True,True,,,
506,FAB,45,679576.3524409999,7643163.52598,1200,1350,"[12, 13]",F,,,,,True,
507,FAB,20,679576.3524409999,7643163.52598,1200,1350,"[12, 13]",M,,True,,,,
508,FAB,29,679576.3524409999,7643163.52598,1200,1350,"[12, 13]",MW,,True,True,,,
509,FAB,24,679576.3524409999,7643163.52598,1200,1350,"[12, 13]",R,True,,,,,
510,FAB,228,679576.3524409999,7643163.52598,1200,1350,"[12, 13]",TR,True,,,True,,
511,FAB,24,679576.3524409999,7643163.52598,1200,1430,"[12, 13, 14]",M,,True,,,,
512,FAB,15,679576.3524409999,7643163.52598,1200,1430,"[12, 13, 14]",T,,,,True,,
513,FAB,12,679576.3524409999,7643163.52598,1200,1450,"[12, 13, 14]",W,,,True,,,
514,FAB,21,679576.3524409999,7643163.52598,1200,1540,"[12, 13, 14, 15]",M,,True,,,,
515,FAB,2,679576.3524409999,7643163.52598,1230,1630,"[12, 13, 14, 15, 16]",R,True,,,,,
516,FAB,1,679576.3524409999,7643163.52598,1230,1630,"[12, 13, 14, 15, 16]",T,,,,True,,
517,FAB,139,679576.3524409999,7643163.52598,1245,1350,"[12, 13]",MWF,,True,True,,True,
518,FAB,9,679576.3524409999,7643163.52598,1300,1530,"[13, 14, 15]",F,,,,,True,
519,FAB,26,679576.3524409999,7643163.52598,1300,1550,"[13, 14, 15]",F,,,,,True,
520,FAB,16,679576.3524409999,7643163.52598,1300,1550,"[13, 14, 15]",M,,True,,,,
521,FAB,26,679576.3524409999,7643163.52598,1300,1550,"[13, 14, 15]",R,True,,,,,
522,FAB,19,679576.3524409999,7643163.52598,1330,1430,"[13, 14]",W,,,True,,,
523,FAB,33,679576.3524409999,7643163.52598,1400,1505,"[14, 15]",MWF,,True,True,,True,
524,FAB,85,679576.3524409999,7643163.52598,1400,1550,"[14, 15]",F,,,,,True,
525,FAB,125,679576.3524409999,7643163.52598,1400,1550,"[14, 15]",MW,,True,True,,,
526,FAB,23,679576.3524409999,7643163.52598,1400,1550,"[14, 15]",R,True,,,,,
527,FAB,160,679576.3524409999,7643163.52598,1400,1550,"[14, 15]",TR,True,,,True,,
528,FAB,27,679576.3524409999,7643163.52598,1400,1550,"[14, 15]",W,,,True,,,
529,FAB,11,679576.3524409999,7643163.52598,1400,1630,"[14, 15, 16]",R,True,,,,,
530,FAB,25,679576.3524409999,7643163.52598,1400,1650,"[14, 15, 16]",F,,,,,True,
531,FAB,21,679576.3524409999,7643163.52598,1400,1650,"[14, 15, 16]",R,True,,,,,
532,FAB,44,679576.3524409999,7643163.52598,1400,1650,"[14, 15, 16]",T,,,,True,,
533,FAB,10,679576.3524409999,7643163.52598,1430,1550,"[14, 15]",M,,True,,,,
534,FAB,7,679576.3524409999,7643163.52598,1430,1550,"[14, 15]",W,,,True,,,
535,FAB,24,679576.3524409999,7643163.52598,1500,1650,"[15, 16]",R,True,,,,,
536,FAB,10,679576.3524409999,7643163.52598,1500,1730,"[15, 16, 17]",T,,,,True,,
537,FAB,19,679576.3524409999,7643163.52598,1500,1730,"[15, 16, 17]",W,,,True,,,
538,FAB,30,679576.3524409999,7643163.52598,1600,1700,"[16, 17]",T,,,,True,,
539,FAB,29,679576.3524409999,7643163.52598,1600,1700,"[16, 17]",W,,,True,,,
540,FAB,16,679576.3524409999,7643163.52598,1600,1730,"[16, 17]",R,True,,,,,
541,FAB,35,679576.3524409999,7643163.52598,1600,1750,"[16, 17]",F,,,,,True,
542,FAB,49,679576.3524409999,7643163.52598,1600,1750,"[16, 17]",R,True,,,,,
543,FAB,90,679576.3524409999,7643163.52598,1600,1830,"[16, 17, 18]",M,,True,,,,
544,FAB,22,679576.3524409999,7643163.52598,1600,1830,"[16, 17, 18]",R,True,,,,,
545,FAB,23,679576.3524409999,7643163.52598,1600,1830,"[16, 17, 18]",T,,,,True,,
546,FAB,51,679576.3524409999,7643163.52598,1600,1830,"[16, 17, 18]",W,,,True,,,
547,FAB,17,679576.3524409999,7643163.52598,1600,1850,"[16, 17, 18]",F,,,,,True,
548,FAB,12,679576.3524409999,7643163.52598,1600,2120,"[16, 17, 18, 19, 20, 21]",R,True,,,,,
549,FAB,11,679576.3524409999,7643163.52598,1600,2120,"[16, 17, 18, 19, 20, 21]",T,,,,True,,
550,FAB,20,679576.3524409999,7643163.52598,1630,1830,"[16, 17, 18]",M,,True,,,,
551,FAB,42,679576.3524409999,7643163.52598,1630,2020,"[16, 17, 18, 19, 20]",R,True,,,,,
552,FAB,39,679576.3524409999,7643163.52598,1630,2020,"[16, 17, 18, 19, 20]",W,,,True,,,
553,FAB,78,679576.3524409999,7643163.52598,1640,1830,"[16, 17, 18]",MW,,True,True,,,
554,FAB,43,679576.3524409999,7643163.52598,1640,1830,"[16, 17, 18]",TR,True,,,True,,
555,FAB,21,679576.3524409999,7643163.52598,1700,1750,[17],W,,,True,,,
556,FAB,20,679576.3524409999,7643163.52598,1730,2110,"[17, 18, 19, 20, 21]",F,,,,,True,
557,FAB,5,679576.3524409999,7643163.52598,1730,2110,"[17, 18, 19, 20, 21]",M,,True,,,,
558,FAB,9,679576.3524409999,7643163.52598,1730,2110,"[17, 18, 19, 20, 21]",R,True,,,,,
559,FAB,60,679576.3524409999,7643163.52598,1730,2110,"[17, 18, 19, 20, 21]",T,,,,True,,
560,FAB,16,679576.3524409999,7643163.52598,1730,2110,"[17, 18, 19, 20, 21]",W,,,True,,,
561,FAB,22,679576.3524409999,7643163.52598,1800,1850,[18],W,,,True,,,
562,FAB,23,679576.3524409999,7643163.52598,1840,2020,"[18, 19, 20]",R,True,,,,,
563,FAB,48,679576.3524409999,7643163.52598,1840,2030,"[18, 19, 20]",MW,,True,True,,,
564,FAB,65,679576.3524409999,7643163.52598,1840,2030,"[18, 19, 20]",TR,True,,,True,,
565,FAB,36,679576.3524409999,7643163.52598,1840,2110,"[18, 19, 20, 21]",M,,True,,,,
566,FAB,15,679576.3524409999,7643163.52598,1840,2110,"[18, 19, 20, 21]",W,,,True,,,
567,FAB,8,679576.3524409999,7643163.52598,1840,2120,"[18, 19, 20, 21]",R,True,,,,,
568,FAB,22,679576.3524409999,7643163.52598,1840,2120,"[18, 19, 20, 21]",T,,,,True,,
569,FAB,23,679576.3524409999,7643163.52598,1840,2120,"[18, 19, 20, 21]",W,,,True,,,
570,FAB,28,679576.3524409999,7643163.52598,1840,2130,"[18, 19, 20, 21]",M,,True,,,,
571,FAB,29,679576.3524409999,7643163.52598,1840,2130,"[18, 19, 20, 21]",R,True,,,,,
572,FAB,37,679576.3524409999,7643163.52598,1840,2130,"[18, 19, 20, 21]",W,,,True,,,
573,FAB,23,679576.3524409999,7643163.52598,2030,2120,"[20, 21]",R,True,,,,,
574,HGCDC,41,681275.3625899999,7641283.03215,1600,1940,"[16, 17, 18, 19]",W,,,True,,,
575,HOFF,168,680508.861028,7641292.417939999,0800,0950,"[8, 9]",TR,True,,,True,,
576,HOFF,138,680508.861028,7641292.417939999,0815,1005,"[8, 9, 10]",M,,True,,,,
577,HOFF,176,680508.861028,7641292.417939999,1000,1120,"[10, 11]",TR,True,,,True,,
578,HOFF,126,680508.861028,7641292.417939999,1015,1120,"[10, 11]",MWF,,True,True,,True,
579,HOFF,37,680508.861028,7641292.417939999,1200,1350,"[12, 13]",TR,True,,,True,,
580,HOFF,28,680508.861028,7641292.417939999,1400,1550,"[14, 15]",MW,,True,True,,,
581,HOFF,153,680508.861028,7641292.417939999,1400,1550,"[14, 15]",TR,True,,,True,,
582,HOFF,163,680508.861028,7641292.417939999,1640,1830,"[16, 17, 18]",MW,,True,True,,,
583,HOFF,193,680508.861028,7641292.417939999,1840,2030,"[18, 19, 20]",MW,,True,True,,,
584,LH,28,680747.560767,7642413.45873,0800,0850,[8],MW,,True,True,,,
585,LH,19,680747.560767,7642413.45873,0800,0850,[8],MWF,,True,True,,True,
586,LH,22,680747.560767,7642413.45873,0800,0850,[8],TR,True,,,True,,
587,LH,31,680747.560767,7642413.45873,0800,0940,"[8, 9]",F,,,,,True,
588,LH,147,680747.560767,7642413.45873,0800,0950,"[8, 9]",TR,True,,,True,,
589,LH,67,680747.560767,7642413.45873,0815,1005,"[8, 9, 10]",MW,,True,True,,,
590,LH,20,680747.560767,7642413.45873,0830,0950,"[8, 9]",TR,True,,,True,,
