,Building,Actual_Enrl,Latitude,Longitude,Start_Time,End_Time,Time_Range,Days,Day_R,Day_M,Day_W,Day_T,Day_F,Day_S
1040,SRTC,34,680741.5574630001,7641704.5849399995,1200,1350,"[12, 13]",R,True,,,,,
1041,SRTC,37,680741.5574630001,7641704.5849399995,1200,1350,"[12, 13]",T,,,,True,,
1042,SRTC,158,680741.5574630001,7641704.5849399995,1200,1350,"[12, 13]",TR,True,,,True,,
1043,SRTC,25,680741.5574630001,7641704.5849399995,1200,1450,"[12, 13, 14]",R,True,,,,,
1044,SRTC,55,680741.5574630001,7641704.5849399995,1200,1450,"[12, 13, 14]",T,,,,True,,
1045,SRTC,55,680741.5574630001,7641704.5849399995,1200,1450,"[12, 13, 14]",W,,,True,,,
1046,SRTC,32,680741.5574630001,7641704.5849399995,1245,1350,"[12, 13]",MWF,,True,True,,True,
1047,SRTC,10,680741.5574630001,7641704.5849399995,1300,1450,"[13, 14]",F,,,,,True,
1048,SRTC,13,680741.5574630001,7641704.5849399995,1300,1450,"[13, 14]",M,,True,,,,
1049,SRTC,22,680741.5574630001,7641704.5849399995,1300,1550,"[13, 14, 15]",R,True,,,,,
1050,SRTC,19,680741.5574630001,7641704.5849399995,1300,1550,"[13, 14, 15]",T,,,,True,,
1051,SRTC,30,680741.5574630001,7641704.5849399995,1300,1650,"[13, 14, 15, 16]",M,,True,,,,
1052,SRTC,29,680741.5574630001,7641704.5849399995,1300,1650,"[13, 14, 15, 16]",R,True,,,,,
1053,SRTC,30,680741.5574630001,7641704.5849399995,1300,1650,"[13, 14, 15, 16]",T,,,,True,,
1054,SRTC,16,680741.5574630001,7641704.5849399995,1300,1650,"[13, 14, 15, 16]",W,,,True,,,
1055,SRTC,18,680741.5574630001,7641704.5849399995,1400,1500,"[14, 15]",F,,,,,True,
1056,SRTC,39,680741.5574630001,7641704.5849399995,1400,1505,"[14, 15]",MWF,,True,True,,True,
1057,SRTC,23,680741.5574630001,7641704.5849399995,1400,1550,"[14, 15]",M,,True,,,,
1058,SRTC,143,680741.5574630001,7641704.5849399995,1400,1550,"[14, 15]",MW,,True,True,,,
1059,SRTC,20,680741.5574630001,7641704.5849399995,1400,1550,"[14, 15]",R,True,,,,,
1060,SRTC,277,680741.5574630001,7641704.5849399995,1400,1550,"[14, 15]",TR,True,,,True,,
1061,SRTC,5,680741.5574630001,7641704.5849399995,1400,1630,"[14, 15, 16]",W,,,True,,,
1062,SRTC,27,680741.5574630001,7641704.5849399995,1400,1650,"[14, 15, 16]",F,,,,,True,
1063,SRTC,28,680741.5574630001,7641704.5849399995,1400,1650,"[14, 15, 16]",R,True,,,,,
1064,SRTC,16,680741.5574630001,7641704.5849399995,1400,1650,"[14, 15, 16]",T,,,,True,,
1065,SRTC,24,680741.5574630001,7641704.5849399995,1400,1650,"[14, 15, 16]",W,,,True,,,
1066,SRTC,13,680741.5574630001,7641704.5849399995,1400,1750,"[14, 15, 16, 17]",F,,,,,True,
1067,SRTC,13,680741.5574630001,7641704.5849399995,1400,1750,"[14, 15, 16, 17]",R,True,,,,,
1068,SRTC,15,680741.5574630001,7641704.5849399995,1400,1750,"[14, 15, 16, 17]",T,,,,True,,
1069,SRTC,8,680741.5574630001,7641704.5849399995,1500,1650,"[15, 16]",M,,True,,,,
1070,SRTC,25,680741.5574630001,7641704.5849399995,1500,1750,"[15, 16, 17]",R,True,,,,,
1071,SRTC,26,680741.5574630001,7641704.5849399995,1500,1750,"[15, 16, 17]",T,,,,True,,
1072,SRTC,27,680741.5574630001,7641704.5849399995,1500,1750,"[15, 16, 17]",W,,,True,,,
1073,SRTC,7,680741.5574630001,7641704.5849399995,1515,1620,"[15, 16]",MWF,,True,True,,True,
1074,SRTC,17,680741.5574630001,7641704.5849399995,1515,1735,"[15, 16, 17]",MWF,,True,True,,True,
1075,SRTC,20,680741.5574630001,7641704.5849399995,1600,1700,"[16, 17]",R,True,,,,,
1076,SRTC,13,680741.5574630001,7641704.5849399995,1600,1705,"[16, 17]",T,,,,True,,
1077,SRTC,69,680741.5574630001,7641704.5849399995,1600,1750,"[16, 17]",TR,True,,,True,,
1078,SRTC,1,680741.5574630001,7641704.5849399995,1600,1750,"[16, 17]",W,,,True,,,
1079,SRTC,6,680741.5574630001,7641704.5849399995,1600,1800,"[16, 17, 18]",W,,,True,,,
1080,SRTC,10,680741.5574630001,7641704.5849399995,1600,1830,"[16, 17, 18]",M,,True,,,,
1081,SRTC,20,680741.5574630001,7641704.5849399995,1600,1830,"[16, 17, 18]",T,,,,True,,
1082,SRTC,42,680741.5574630001,7641704.5849399995,1640,1830,"[16, 17, 18]",MW,,True,True,,,
1083,SRTC,64,680741.5574630001,7641704.5849399995,1640,1830,"[16, 17, 18]",TR,True,,,True,,
1084,SRTC,12,680741.5574630001,7641704.5849399995,1640,2000,"[16, 17, 18, 19, 20]",M,,True,,,,
1085,SRTC,14,680741.5574630001,7641704.5849399995,1700,1950,"[17, 18, 19]",M,,True,,,,
1086,SRTC,22,680741.5574630001,7641704.5849399995,1700,1950,"[17, 18, 19]",T,,,,True,,
1087,SRTC,22,680741.5574630001,7641704.5849399995,1700,1950,"[17, 18, 19]",W,,,True,,,
1088,SRTC,17,680741.5574630001,7641704.5849399995,1715,1815,"[17, 18]",R,True,,,,,
1089,SRTC,34,680741.5574630001,7641704.5849399995,1730,1920,"[17, 18, 19]",W,,,True,,,
1090,SRTC,25,680741.5574630001,7641704.5849399995,1730,2110,"[17, 18, 19, 20, 21]",W,,,True,,,
1091,SRTC,73,680741.5574630001,7641704.5849399995,1740,2120,"[17, 18, 19, 20, 21]",M,,True,,,,
1092,SRTC,98,680741.5574630001,7641704.5849399995,1740,2120,"[17, 18, 19, 20, 21]",R,True,,,,,
1093,SRTC,44,680741.5574630001,7641704.5849399995,1740,2120,"[17, 18, 19, 20, 21]",T,,,,True,,
1094,SRTC,15,680741.5574630001,7641704.5849399995,1740,2130,"[17, 18, 19, 20, 21]",M,,True,,,,
1095,SRTC,13,680741.5574630001,7641704.5849399995,1740,2130,"[17, 18, 19, 20, 21]",W,,,True,,,
1096,SRTC,10,680741.5574630001,7641704.5849399995,1800,2000,"[18, 19, 20]",W,,,True,,,
1097,SRTC,12,680741.5574630001,7641704.5849399995,1800,2050,"[18, 19, 20]",M,,True,,,,
1098,SRTC,22,680741.5574630001,7641704.5849399995,1835,2125,"[18, 19, 20, 21]",R,True,,,,,
1099,SRTC,15,680741.5574630001,7641704.5849399995,1835,2125,"[18, 19, 20, 21]",W,,,True,,,
1100,SRTC,9,680741.5574630001,7641704.5849399995,1840,2010,"[18, 19, 20]",TR,True,,,True,,
1101,SRTC,62,680741.5574630001,7641704.5849399995,1840,2030,"[18, 19, 20]",MW,,True,True,,,
1102,SRTC,15,680741.5574630001,7641704.5849399995,1840,2120,"[18, 19, 20, 21]",M,,True,,,,
1103,SRTC,14,680741.5574630001,7641704.5849399995,1840,2120,"[18, 19, 20, 21]",T,,,,True,,
1104,SRTC,17,680741.5574630001,7641704.5849399995,1840,2130,"[18, 19, 20, 21]",M,,True,,,,
1105,SRTC,19,680741.5574630001,7641704.5849399995,1840,2130,"[18, 19, 20, 21]",T,,,,True,,
1106,UCB,17,680315.189161,7642847.982360001,0900,1120,"[9, 10, 11]",MWF,,True,True,,True,
1107,UCB,25,680315.189161,7642847.982360001,1000,1150,"[10, 11]",TR,True,,,True,,
1108,UCB,11,680315.189161,7642847.982360001,1015,1235,"[10, 11, 12]",MWF,,True,True,,True,
1109,UCB,6,680315.189161,7642847.982360001,1245,1350,"[12, 13]",MW,,True,True,,,
1110,UCB,11,680315.189161,7642847.982360001,1400,1545,"[14, 15]",MWF,,True,True,,True,
1111,UCB,13,680315.189161,7642847.982360001,1600,1950,"[16, 17, 18, 19]",M,,True,,,,
1112,URBN,44,680315.189161,7642847.982360001,0800,0950,"[8, 9]",TR,True,,,True,,
1113,URBN,43,680315.189161,7642847.982360001,0815,1005,"[8, 9, 10]",W,,,True,,,
1114,URBN,41,680315.189161,7642847.982360001,0900,0950,[9],MWF,,True,True,,True,
1115,URBN,11,680315.189161,7642847.982360001,0900,1005,"[9, 10]",MWF,,True,True,,True,
1116,URBN,19,680315.189161,7642847.982360001,0900,1100,"[9, 10, 11]",F,,,,,True,
1117,URBN,8,680315.189161,7642847.982360001,0900,1130,"[9, 10, 11]",W,,,True,,,
1118,URBN,21,680315.189161,7642847.982360001,0900,1140,"[9, 10, 11]",M,,True,,,,
1119,URBN,13,680315.189161,7642847.982360001,0900,1140,"[9, 10, 11]",T,,,,True,,
1120,URBN,16,680315.189161,7642847.982360001,0900,1240,"[9, 10, 11, 12]",F,,,,,True,
1121,URBN,3,680315.189161,7642847.982360001,0930,1200,"[9, 10, 11, 12]",F,,,,,True,
1122,URBN,17,680315.189161,7642847.982360001,1000,1105,"[10, 11]",MWF,,True,True,,True,
1123,URBN,7,680315.189161,7642847.982360001,1000,1150,"[10, 11]",MW,,True,True,,,
1124,URBN,147,680315.189161,7642847.982360001,1000,1150,"[10, 11]",TR,True,,,True,,
1125,URBN,11,680315.189161,7642847.982360001,1000,1240,"[10, 11, 12]",T,,,,True,,
1126,URBN,36,680315.189161,7642847.982360001,1000,1340,"[10, 11, 12, 13]",R,True,,,,,
1127,URBN,80,680315.189161,7642847.982360001,1015,1120,"[10, 11]",MWF,,True,True,,True,
1128,URBN,14,680315.189161,7642847.982360001,1100,1300,"[11, 12, 13]",F,,,,,True,
1129,URBN,23,680315.189161,7642847.982360001,1130,1220,"[11, 12]",MWF,,True,True,,True,
1130,URBN,50,680315.189161,7642847.982360001,1130,1235,"[11, 12]",MWF,,True,True,,True,
1131,URBN,30,680315.189161,7642847.982360001,1200,1330,"[12, 13]",F,,,,,True,
1132,URBN,14,680315.189161,7642847.982360001,1200,1330,"[12, 13]",MWF,,True,True,,True,
1133,URBN,2,680315.189161,7642847.982360001,1200,1330,"[12, 13]",R,True,,,,,
1134,URBN,19,680315.189161,7642847.982360001,1200,1350,"[12, 13]",MW,,True,True,,,
1135,URBN,16,680315.189161,7642847.982360001,1200,1350,"[12, 13]",T,,,,True,,
1136,URBN,155,680315.189161,7642847.982360001,1200,1350,"[12, 13]",TR,True,,,True,,
1137,URBN,10,680315.189161,7642847.982360001,1200,1600,"[12, 13, 14, 15, 16]",F,,,,,True,
1138,URBN,73,680315.189161,7642847.982360001,1245,1350,"[12, 13]",MW,,True,True,,,
1139,URBN,20,680315.189161,7642847.982360001,1300,1450,"[13, 14]",MW,,True,True,,,
1140,URBN,21,680315.189161,7642847.982360001,1300,1530,"[13, 14, 15]",W,,,True,,,
1141,URBN,22,680315.189161,7642847.982360001,1300,1540,"[13, 14, 15]",T,,,,True,,
1142,URBN,17,680315.189161,7642847.982360001,1300,1540,"[13, 14, 15]",W,,,True,,,
1143,URBN,14,680315.189161,7642847.982360001,1300,1550,"[13, 14, 15]",M,,True,,,,
1144,URBN,82,680315.189161,7642847.982360001,1400,1550,"[14, 15]",MW,,True,True,,,
1145,URBN,24,680315.189161,7642847.982360001,1400,1550,"[14, 15]",R,True,,,,,
1146,URBN,136,680315.189161,7642847.982360001,1400,1550,"[14, 15]",TR,True,,,True,,
1147,URBN,2,680315.189161,7642847.982360001,1530,1630,"[15, 16]",M,,True,,,,
1148,URBN,25,680315.189161,7642847.982360001,1600,1720,"[16, 17]",M,,True,,,,
1149,URBN,13,680315.189161,7642847.982360001,1600,1720,"[16, 17]",T,,,,True,,
1150,URBN,6,680315.189161,7642847.982360001,1600,1830,"[16, 17, 18]",M,,True,,,,
1151,URBN,36,680315.189161,7642847.982360001,1600,1830,"[16, 17, 18]",R,True,,,,,
1152,URBN,33,680315.189161,7642847.982360001,1600,1830,"[16, 17, 18]",T,,,,True,,
1153,URBN,45,680315.189161,7642847.982360001,1600,1830,"[16, 17, 18]",W,,,True,,,
1154,URBN,8,680315.189161,7642847.982360001,1600,1840,"[16, 17, 18]",W,,,True,,,
1155,URBN,2,680315.189161,7642847.982360001,1630,1730,"[16, 17]",M,,True,,,,
1156,URBN,7,680315.189161,7642847.982360001,1630,2020,"[16, 17, 18, 19, 20]",W,,,True,,,
1157,URBN,24,680315.189161,7642847.982360001,1640,1830,"[16, 17, 18]",MW,,True,True,,,
1158,URBN,19,680315.189161,7642847.982360001,1640,1830,"[16, 17, 18]",TR,True,,,True,,
1159,URBN,40,680315.189161,7642847.982360001,1730,1920,"[17, 18, 19]",M,,True,,,,
1160,URBN,24,680315.189161,7642847.982360001,1730,2020,"[17, 18, 19, 20]",R,True,,,,,
1161,URBN,79,680315.189161,7642847.982360001,1730,2110,"[17, 18, 19, 20, 21]",M,,True,,,,
1162,URBN,20,680315.189161,7642847.982360001,1730,2110,"[17, 18, 19, 20, 21]",R,True,,,,,
1163,URBN,47,680315.189161,7642847.982360001,1730,2110,"[17, 18, 19, 20, 21]",T,,,,True,,
1164,URBN,57,680315.189161,7642847.982360001,1730,2110,"[17, 18, 19, 20, 21]",W,,,True,,,
1165,URBN,46,680315.189161,7642847.982360001,1740,2120,"[17, 18, 19, 20, 21]",R,True,,,,,
1166,URBN,39,680315.189161,7642847.982360001,1840,2120,"[18, 19, 20, 21]",T,,,,True,,
1167,USB,8,680325.4741560001,7642595.26432,1000,1150,"[10, 11]",F,,,,,True,
1168,USB,11,680325.4741560001,7642595.26432,1300,1350,[13],T,,,,True,,
1169,UTS,23,678770.333626,7642673.465030001,0630,0750,"[6, 7]",MWF,,True,True,,True,
1170,UTS,99,678770.333626,7642673.465030001,0800,0950,"[8, 9]",MW,,True,True,,,
1171,UTS,69,678770.333626,7642673.465030001,0800,0950,"[8, 9]",TR,True,,,True,,
1172,UTS,54,678770.333626,7642673.465030001,0815,1005,"[8, 9, 10]",MW,,True,True,,,
1173,UTS,43,678770.333626,7642673.465030001,0900,1005,"[9, 10]",MWF,,True,True,,True,
1174,UTS,18,678770.333626,7642673.465030001,0900,1120,"[9, 10, 11]",MW,,True,True,,,
1175,UTS,30,678770.333626,7642673.465030001,0900,1150,"[9, 10, 11]",R,True,,,,,
1176,UTS,25,678770.333626,7642673.465030001,0900,1150,"[9, 10, 11]",W,,,True,,,
1177,UTS,70,678770.333626,7642673.465030001,1000,1150,"[10, 11]",MW,,True,True,,,
1178,UTS,43,678770.333626,7642673.465030001,1000,1150,"[10, 11]",T,,,,True,,
1179,UTS,338,678770.333626,7642673.465030001,1000,1150,"[10, 11]",TR,True,,,True,,
1180,UTS,6,678770.333626,7642673.465030001,1000,1200,"[10, 11, 12]",F,,,,,True,
1181,UTS,95,678770.333626,7642673.465030001,1015,1120,"[10, 11]",MWF,,True,True,,True,
1182,UTS,46,678770.333626,7642673.465030001,1015,1205,"[10, 11, 12]",MW,,True,True,,,
1183,UTS,17,678770.333626,7642673.465030001,1015,1235,"[10, 11, 12]",MWF,,True,True,,True,
1184,UTS,15,678770.333626,7642673.465030001,1015,1235,"[10, 11, 12]",W,,,True,,,
1185,UTS,36,678770.333626,7642673.465030001,1130,1235,"[11, 12]",MWF,,True,True,,True,
1186,UTS,23,678770.333626,7642673.465030001,1200,1315,"[12, 13]",TR,True,,,True,,
1187,UTS,13,678770.333626,7642673.465030001,1200,1350,"[12, 13]",MW,,True,True,,,
1188,UTS,47,678770.333626,7642673.465030001,1200,1350,"[12, 13]",R,True,,,,,
1189,UTS,60,678770.333626,7642673.465030001,1200,1350,"[12, 13]",T,,,,True,,
1190,UTS,185,678770.333626,7642673.465030001,1200,1350,"[12, 13]",TR,True,,,True,,
1191,UTS,58,678770.333626,7642673.465030001,1215,1605,"[12, 13, 14, 15, 16]",W,,,True,,,
1192,UTS,18,678770.333626,7642673.465030001,1300,1450,"[13, 14]",M,,True,,,,
1193,UTS,8,678770.333626,7642673.465030001,1300,1700,"[13, 14, 15, 16, 17]",F,,,,,True,
1194,UTS,20,678770.333626,7642673.465030001,1330,1600,"[13, 14, 15, 16]",M,,True,,,,
1195,UTS,109,678770.333626,7642673.465030001,1400,1550,"[14, 15]",MW,,True,True,,,
1196,UTS,6,678770.333626,7642673.465030001,1400,1550,"[14, 15]",T,,,,True,,
1197,UTS,289,678770.333626,7642673.465030001,1400,1550,"[14, 15]",TR,True,,,True,,
1198,UTS,24,678770.333626,7642673.465030001,1400,1550,"[14, 15]",W,,,True,,,
1199,UTS,40,678770.333626,7642673.465030001,1415,1605,"[14, 15, 16]",MW,,True,True,,,
1200,UTS,18,678770.333626,7642673.465030001,1530,1720,"[15, 16, 17]",M,,True,,,,
1201,UTS,32,678770.333626,7642673.465030001,1600,1830,"[16, 17, 18]",M,,True,,,,
1202,UTS,14,678770.333626,7642673.465030001,1600,1830,"[16, 17, 18]",R,True,,,,,
1203,UTS,36,678770.333626,7642673.465030001,1600,1830,"[16, 17, 18]",T,,,,True,,
1204,UTS,29,678770.333626,7642673.465030001,1600,1830,"[16, 17, 18]",W,,,True,,,
1205,UTS,7,678770.333626,7642673.465030001,1630,2020,"[16, 17, 18, 19, 20]",W,,,True,,,
1206,UTS,60,678770.333626,7642673.465030001,1640,1830,"[16, 17, 18]",MW,,True,True,,,
1207,UTS,167,678770.333626,7642673.465030001,1640,1830,"[16, 17, 18]",TR,True,,,True,,
1208,UTS,29,678770.333626,7642673.465030001,1700,1850,"[17, 18]",W,,,True,,,
1209,UTS,64,678770.333626,7642673.465030001,1730,1920,"[17, 18, 19]",T,,,,True,,
1210,UTS,41,678770.333626,7642673.465030001,1730,1920,"[17, 18, 19]",W,,,True,,,
1211,UTS,31,678770.333626,7642673.465030001,1730,2020,"[17, 18, 19, 20]",M,,True,,,,
1212,UTS,30,678770.333626,7642673.465030001,1730,2020,"[17, 18, 19, 20]",R,True,,,,,
1213,UTS,12,678770.333626,7642673.465030001,1730,2110,"[17, 18, 19, 20, 21]",M,,True,,,,
1214,UTS,102,678770.333626,7642673.465030001,1730,2110,"[17, 18, 19, 20, 21]",R,True,,,,,
1215,UTS,10,678770.333626,7642673.465030001,1730,2110,"[17, 18, 19, 20, 21]",T,,,,True,,
1216,UTS,46,678770.333626,7642673.465030001,1730,2110,"[17, 18, 19, 20, 21]",W,,,True,,,
1217,UTS,21,678770.333626,7642673.465030001,1740,2020,"[17, 18, 19, 20]",M,,True,,,,
1218,UTS,122,678770.333626,7642673.465030001,1740,2120,"[17, 18, 19, 20, 21]",M,,True,,,,
1219,UTS,109,678770.333626,7642673.465030001,1740,2120,"[17, 18, 19, 20, 21]",R,True,,,,,
1220,UTS,46,678770.333626,7642673.465030001,1740,2120,"[17, 18, 19, 20, 21]",T,,,,True,,
1221,UTS,154,678770.333626,7642673.465030001,1740,2120,"[17, 18, 19, 20, 21]",W,,,True,,,
1222,UTS,32,678770.333626,7642673.465030001,1840,2030,"[18, 19, 20]",MW,,True,True,,,
1223,UTS,14,678770.333626,7642673.465030001,1840,2030,"[18, 19, 20]",R,True,,,,,
